##|##
#cetug|#cɛtug
#jiloor|#ɟilɔːr
#xalam|#xɐlɐm
#xol|#xɔl
$100|$100
%|%
&|&
'|'
'''|'''
'''juddalukaayu|'''ɟudːɐlukɐːju
'''jëf|'''ɟəf
'''ku|'''ku
'''waaye|'''wɐːjɛ
'''yal|'''jɐl
''bennoo|''bɛnːɔː
''duñu|''duɲu
''li|''li
''xew|''xɛw
'0'|'0'
'1'|'1'
'agora'|'ɐgɔrɐ'
'akwadakk'|'ɐkwɐdɐkːʰ'
'asi'|'ɐsi'
'buntu|'bun̩tu
'cdp'|'cdp'
'fonteen'|'fɔn̩tɛːn'
'i'd|'i'd
ngaak|n̩gɐːk
ngaala|n̩gɐːlɐ
ngaalaama|n̩gɐːlɐːmɐ
ngaalig|n̩gɐːlig
ngaana|n̩gɐːnɐ
ngaax|n̩gɐːx
ngaañ|n̩gɐːɲ
ngab|n̩gɐb
ngabou|n̩gɐbɔu
ngacc|n̩gɐcːʰ
ngal|n̩gɐl
ngala|n̩gɐlɐ
ngalam|n̩gɐlɐm
ngalla|n̩gɐɫːɐ
ngallaama|n̩gɐɫːɐːmɐ
ngamaa|n̩gɐmɐː
ngambu|n̩gɐm̩bu
ngan|n̩gɐn
nganaay|n̩gɐnɐːj
nganale|n̩gɐnɐlɛ
nganaleg|n̩gɐnɐlɛg
ngand|n̩gɐn̩d
ngandam|n̩gɐn̩dɐm
ngande|n̩gɐn̩dɛ
ngandee|n̩gɐn̩dɛː
ngani|n̩gɐni
nganj|n̩gɐnɟ
ngannaay|n̩gɐnːɐːj
ngant|n̩gɐn̩t
ngarab|n̩gɐrɐb
ngartaajoo|n̩gɐrtɐːɟɔː
ngato|n̩gɐtɔ
ngawar|n̩gɐwɐr
ngay|n̩gɐj
ngañ|n̩gɐɲ
ngañaayam|n̩gɐɲɐːjɐm
ngañaayi|n̩gɐɲɐːji
ngee|n̩gɛː
ngeeg|n̩gɛːg
ngeek|n̩gɛːk
ngeen|n̩gɛːn
ngeena|n̩gɛːnɐ
ngeer|n̩gɛːr
ngeesu|n̩gɛːsu
ngegenaay|n̩gɛgɛnɐːj
ngelabon|n̩gɛlɐbɔn
ngelamu|n̩gɛlɐmu
ngelaw|n̩gɛlɐw
ngelawal|n̩gɛlɐwɐl
ngelawi|n̩gɛlɐwi
ngelawoon|n̩gɛlɐwɔːn
ngelawul|n̩gɛlɐwul
ngem|n̩gɛm
ngemb|n̩gɛm̩b
ngembam|n̩gɛm̩bɐm
ngembul|n̩gɛm̩bul
ngen|n̩gɛn
ngene|n̩gɛnɛ
ngenn|n̩gɛnː
ngental|n̩gɛn̩tɐl
ngente|n̩gɛn̩tɛ
ngentekat|n̩gɛn̩tɛkɐt
nger|n̩gɛr
ngerem|n̩gɛrɛm
ngerte|n̩gɛrtɛ
ngertey|n̩gɛrtɛj
ngew|n̩gɛw
ngi|n̩gi
ngi'y|n̩gi'j
ngicc|n̩gicːʰ
ngigal|n̩gigɐl
ngii|n̩giː
ngiir|n̩giːr
ngiiroo|n̩giːrɔː
ngiirum|n̩giːrum
ngiko|n̩gikɔ
nginleen|n̩ginlɛːn
ngir|n̩gir
ngirag|n̩girɐg
ngiro|n̩girɔ
ngirowaay|n̩girɔwɐːj
ngirte|n̩girtɛ
ngirteel|n̩girtɛːl
ngirteem|n̩girtɛːm
ngirtey|n̩girtɛj
ngirug|n̩girug
ngirum|n̩girum
ngis|n̩gis
ngistal|n̩gistɐl
ngiy|n̩gij
ngo|n̩gɔ
ngogna|n̩gɔgnɐ
ngol|n̩gɔl
ngom|n̩gɔm
ngomaar|n̩gɔmɐːr
ngomblaan|n̩gɔm̩blɐːn
ngonalul|n̩gɔnɐlul
ngonaluleen|n̩gɔnɐlulɛːn
ngone|n̩gɔnɛ
ngonk|n̩gɔn̩k
ngonku|n̩gɔn̩ku
ngonn|n̩gɔnː
ngont|n̩gɔn̩t
ngoo|n̩gɔː
ngoog|n̩gɔːg
ngoogu|n̩gɔːgu
ngook|n̩gɔːk
ngoom|n̩gɔːm
ngoon|n̩gɔːn
ngoonaan|n̩gɔːnɐːn
ngoonal|n̩gɔːnɐl
ngoone|n̩gɔːnɛ
ngoonee|n̩gɔːnɛː
ngoor|n̩gɔːr
ngoox|n̩gɔːx
ngooxii|n̩gɔːxiː
ngooñ|n̩gɔːɲ
ngor|n̩gɔr
ngoram|n̩gɔrɐm
ngoreedi|n̩gɔrɛːdi
ngoro|n̩gɔrɔ
ngoroo|n̩gɔrɔː
ngorowo|n̩gɔrɔwɔ
ngorsi|n̩gɔrsi
ngoy|n̩gɔj
ngoye|n̩gɔjɛ
ngu|n̩gu
ngub|n̩gub
ngumba|n̩gum̩bɐ
ngung|n̩gun̩g
ngunu|n̩gunu
nguné|n̩gune
ngur|n̩gur
ngurbaan|n̩gurbɐːn
nguruu|n̩guruː
nguufaan|n̩guːfɐːn
nguuni|n̩guːni
nguur|n̩guːr
nguur'ak|n̩guːr'ɐk
nguur'it|n̩guːr'it
nguura|n̩guːrɐ
nguuraan|n̩guːrɐːn
nguuraani|n̩guːrɐːni
nguuram|n̩guːrɐm
nguuran|n̩guːrɐn
nguuri|n̩guːri
nguuru|n̩guːru
nguurug|n̩guːrug
nguuruk|n̩guːruk
nguuruñg|n̩guːruɲg
nguy|n̩guj
ngà|n̩gɐ
ngàcce|n̩gɐcːʰɛ
ngàjj|n̩gɐɟːʰ
ngàll|n̩gɐɫː
ngàlla|n̩gɐɫːɐ
ngàllo|n̩gɐɫːɔ
ngànaay|n̩gɐnɐːj
ngàndaay|n̩gɐn̩dɐːj
ngàngooru|n̩gɐn̩gɔːru
ngànnaay|n̩gɐnːɐːj
ngànnaayal|n̩gɐnːɐːjɐl
ngànnaayi|n̩gɐnːɐːji
ngànnaayu|n̩gɐnːɐːju
ngànt|n̩gɐn̩t
ngàntam|n̩gɐn̩tɐm
ngàrtaajoo|n̩gɐrtɐːɟɔː
ngàttaan|n̩gɐtːʰɐːn
ngàttnga|n̩gɐtːʰn̩gɐ
ngàññ|n̩gɐɲː
ngèen|n̩gèɛn
ngéejus|n̩gɛːɟus
ngéen|n̩gɛːn
ngélav|n̩gelɐv
ngélaw|n̩gelɐw
ngéléw|n̩gelew
ngélëw|n̩geləw
ngémb|n̩gem̩b
ngémmiñ|n̩gemːiɲ
ngéne|n̩genɛ
ngénn|n̩genː
ngénnaliku|n̩genːɐliku
ngénte|n̩gen̩tɛ
ngénté|n̩gen̩te
ngéntée|n̩gen̩tɛː
ngéntéem|n̩gen̩tɛːm
ngér|n̩ger
ngérte|n̩gertɛ
ngérteem|n̩gertɛːm
ngértel|n̩gertɛl
ngértey|n̩gertɛj
ngérum|n̩gerum
ngë|n̩gə
ngëb|n̩gəb
ngëboon|n̩gəbɔːn
ngëbug|n̩gəbug
ngëm|n̩gəm
ngëmam|n̩gəmɐm
ngëmmeenam|n̩gəmːɛːnɐm
ngëmmeentu|n̩gəmːɛːn̩tu
ngëméen|n̩gəmɛːn
ngëmëm|n̩gəməm
ngën|n̩gən
ngëndël|n̩gən̩dəl
ngëneel|n̩gənɛːl
ngëneelam|n̩gənɛːlɐm
ngëneeli|n̩gənɛːli
ngënji|n̩gənɟi
ngënte|n̩gən̩tɛ
ngënéel|n̩gənɛːl
ngënéeli|n̩gənɛːli
ngënéelu'l|n̩gənɛːlu'l
ngënéelul|n̩gənɛːlul
ngëp|n̩gəp
ngëramul|n̩gərɐmul
ngërte|n̩gərtɛ
ngërëm|n̩gərəm
ngërëmal|n̩gərəmɐl
ngërëmam|n̩gərəmɐm
ngërëmu|n̩gərəmu
ngërëmël|n̩gərəməl
ngóon|n̩gɔːn
ngóone|n̩gɔːnɛ
ngóoné|n̩gɔːne
ngóor|n̩gɔːr
ngóora|n̩gɔːrɐ
ngóoraal|n̩gɔːrɐːl
ngór|n̩gɔr
nha|nhɐ
nhél|nhel
ni|ni
niaani|niɐːni
niang|niɐn̩g
niar|niɐr
niari|niɐri
nib|nib
nibi|nibi
niccolò|nicːʰɔlò
nicolas|nicɔlɐs
nicolau|nicɔlɐu
nient|niɛn̩t
niet|niɛt
nifi|nifi
nig|nig
nigeriatsat|nigɛriɐtsɐt
nigritism|nigritism
nigé|nige
nii|niː
niib|niːb
niil|niːl
niim|niːm
niimaa|niːmɐː
niin|niːn
niinee|niːnɛː
niir|niːr
niiral|niːrɐl
niiruw|niːruw
niis|niːs
niit|niːt
niitootuñu|niːtɔːtuɲu
niitu|niːtu
niiw|niːw
nijaay|niɟɐːj
nijaayam|niɟɐːjɐm
nijeer|niɟɛːr
nik|nik
niki|niki
nikib|nikib
nikke|nikːʰɛ
niko|nikɔ
nikola|nikɔlɐ
nikolaay|nikɔlɐːj
nil|nil
nim|nim
nima|nimɐ
nimay|nimɐj
nimero|nimɛrɔ
nimu|nimu
nin|nin
ningay|nin̩gɐj
ninki|nin̩ki
ninu|ninu
nio|niɔ
niow|niɔw
nir|nir
niral|nirɐl
niroo|nirɔː
niroog|nirɔːg
nirook|nirɔːk
nirool|nirɔːl
niroole|nirɔːlɛ
nirooleek|nirɔːlɛːk
niroolewu|nirɔːlɛwu
niroowul|nirɔːwul
niru|niru
nirul|nirul
niruwoo|niruwɔː
niruwul|niruwul
niruwuleen|niruwulɛːn
nirwaan|nirwɐːn
nirwunu|nirwunu
niseer|nisɛːr
niseeria|nisɛːriɐ
niseeriya|nisɛːrijɐ
niseeriyaa|nisɛːrijɐː
niseeryaa|nisɛːrjɐː
niseria|nisɛriɐ
niseriyaa|nisɛrijɐː
nisif|nisif
niswaan|niswɐːn
nit|nit
nitam|nitɐm
nite|nitɛ
niteef|nitɛːf
niteel|nitɛːl
niteleen|nitɛlɛːn
niti|niti
nits|nits
nittam|nitːʰɐm
nitti|nitːʰi
nittu|nitːʰu
nitu|nitu
nitu'g|nitu'g
nitug|nitug
niu|niu
niul|niul
niv|niv
niwaakin|niwɐːkin
niwo|niwɔ
niwu|niwu
niy|nij
nièneti|niènɛti
niñ|niɲ
nj|nɟ
nja|nɟɐ
njaa|nɟɐː
njaabanjalle|nɟɐːbɐnɟɐɫːɛ
njaabootu|nɟɐːbɔːtu
njaaburam|nɟɐːburɐm
njaag|nɟɐːg
njaago|nɟɐːgɔ
njaaj|nɟɐːɟ
njaajaan|nɟɐːɟɐːn
njaajan|nɟɐːɟɐn
njaak|nɟɐːk
njaak50|nɟɐːk50
njaal|nɟɐːl
njaalbéen|nɟɐːlbɛːn
njaaloo|nɟɐːlɔː
njaaloontu|nɟɐːlɔːn̩tu
njaam|nɟɐːm
njaambur|nɟɐːm̩bur
njaamburam|nɟɐːm̩burɐm
njaan|nɟɐːn
njaarmeew|nɟɐːrmɛːw
njaarmëw|nɟɐːrməw
njaaréem|nɟɐːrɛːm
njaasaan|nɟɐːsɐːn
njaase|nɟɐːsɛ
njaatige|nɟɐːtigɛ
njaatigel|nɟɐːtigɛl
njaaxaanaay|nɟɐːxɐːnɐːj
njaaxum|nɟɐːxum
njaay|nɟɐːj
njaay20|nɟɐːj20
njaay32|nɟɐːj32
njaayam|nɟɐːjɐm
njaayeen|nɟɐːjɛːn
njaayen|nɟɐːjɛn
njaayum|nɟɐːjum
njabar|nɟɐbɐr
njabb|nɟɐbː
njabba|nɟɐbːɐ
njaboot|nɟɐbɔːt
njabootam|nɟɐbɔːtɐm
njabootay|nɟɐbɔːtɐj
njaboote|nɟɐbɔːtɛ
njabooti|nɟɐbɔːti
njabootu|nɟɐbɔːtu
njabootub|nɟɐbɔːtub
njabootug|nɟɐbɔːtug
njabootugdiiney|nɟɐbɔːtugdiːnɛj
njabot|nɟɐbɔt
njabotam|nɟɐbɔtɐm
njabotu|nɟɐbɔtu
njabur|nɟɐbur
njabóot|nɟɐbɔːt
njaf|nɟɐf
njafaan|nɟɐfɐːn
njaga|nɟɐgɐ
njagabaar|nɟɐgɐbɐːr
njagamaar|nɟɐgɐmɐːr
njagañaaw|nɟɐgɐɲɐːw
njaggatkat|nɟɐgːɐtkɐt
njajaan|nɟɐɟɐːn
njalalu|nɟɐlɐlu
njalbeen|nɟɐlbɛːn
njalbeenu|nɟɐlbɛːnu
njalbéen|nɟɐlbɛːn
njalbéenug|nɟɐlbɛːnug
njalbën|nɟɐlbən
njalmbéen|nɟɐlm̩bɛːn
njamal|nɟɐmɐl
njamala|nɟɐmɐlɐ
njambaan|nɟɐm̩bɐːn
njambaanu|nɟɐm̩bɐːnu
njambaar|nɟɐm̩bɐːr
njambur|nɟɐm̩bur
njamena|nɟɐmɛnɐ
njanaaw|nɟɐnɐːw
njangalem|nɟɐn̩gɐlɛm
njangoroy|nɟɐn̩gɔrɔj
njapu|nɟɐpu
njaq|nɟɐq
njaqare|nɟɐqɐrɛ
njar|nɟɐr
njaraag|nɟɐrɐːg
njariñ|nɟɐriɲ
njariñal|nɟɐriɲɐl
njariñam|nɟɐriɲɐm
njariñi|nɟɐriɲi
njariñu|nɟɐriɲu
njariñul|nɟɐriɲul
njarmeew|nɟɐrmɛːw
njarnde|nɟɐrn̩dɛ
njarte|nɟɐrtɛ
njartel|nɟɐrtɛl
njarum|nɟɐrum
njataη|nɟɐtɐη
njattee|nɟɐtːʰɛː
njaw|nɟɐw
njawriñu|nɟɐwriɲu
njaxare|nɟɐxɐrɛ
njaxas|nɟɐxɐs
njaxasiitum|nɟɐxɐsiːtum
njaxat|nɟɐxɐt
njaxate|nɟɐxɐtɛ
njaxlaf|nɟɐxlɐf
njay|nɟɐj
njayum|nɟɐjum
njañ|nɟɐɲ
njañam|nɟɐɲɐm
njañse|nɟɐɲsɛ
njeelbeen|nɟɛːlbɛːn
njeexaat|nɟɛːxɐːt
njeexiit|nɟɛːxiːt
njeexiitam|nɟɛːxiːtɐm
njeexiitu|nɟɛːxiːtu
njeexit|nɟɛːxit
njeexitalu|nɟɛːxitɐlu
njeexitu|nɟɛːxitu
njeextalu|nɟɛːxtɐlu
njeextalul|nɟɛːxtɐlul
njeexteelu|nɟɛːxtɛːlu
njegamaar|nɟɛgɐmɐːr
njegemaar|nɟɛgɛmɐːr
njegenaay|nɟɛgɛnɐːj
njek|nɟɛk
njeke|nɟɛkɛ
njekk|nɟɛkːʰ
njekkar|nɟɛkːʰɐr
njeñse|nɟɛɲsɛ
nji|nɟi
njigan|nɟigɐn
njiglaay|nɟiglɐːj
njiiitu|nɟiːitu
njiilul|nɟiːlul
njiinu|nɟiːnu
njiiru|nɟiːru
njiit|nɟiːt
njiital|nɟiːtɐl
njiitam|nɟiːtɐm
njiiteef|nɟiːtɛːf
njiiteefu|nɟiːtɛːfu
njiiti|nɟiːti
njiitu|nɟiːtu
njiitug|nɟiːtug
njiitul|nɟiːtul
njiitéefu|nɟiːtɛːfu
njinde|nɟin̩dɛ
njiyum|nɟijum
njjial|nɟːʰiɐl
njm|nɟm
njobaxtal|nɟɔbɐxtɐl
njobbaxtalam|nɟɔbːɐxtɐlɐm
njobbaxtalu|nɟɔbːɐxtɐlu
njoganalu|nɟɔgɐnɐlu
njogonal|nɟɔgɔnɐl
njogu|nɟɔgu
njokket|nɟɔkːʰɛt
njokkub|nɟɔkːʰub
njold|nɟɔld
njolgul|nɟɔlgul
njolguleen|nɟɔlgulɛːn
njolloor|nɟɔɫːɔːr
njollooru|nɟɔɫːɔːru
njolofeen|nɟɔlɔfɛːn
njombartale|nɟɔm̩bɐrtɐlɛ
njombe|nɟɔm̩bɛ
njong|nɟɔn̩g
njongante|nɟɔn̩gɐn̩tɛ
njonge|nɟɔn̩gɛ
njonkonaay|nɟɔn̩kɔnɐːj
njool|nɟɔːl
njoolaay|nɟɔːlɐːj
njoort|nɟɔːrt
njoortoon|nɟɔːrtɔːn
njoos|nɟɔːs
njoow|nɟɔːw
njoowaan|nɟɔːwɐːn
njoowaanam|nɟɔːwɐːnɐm
njoowaanu|nɟɔːwɐːnu
njort|nɟɔrt
njortam|nɟɔrtɐm
njortees|nɟɔrtɛːs
njortul|nɟɔrtul
njortune|nɟɔrtunɛ
njotug|nɟɔtug
njoxe|nɟɔxɛ
njub|nɟub
njublang|nɟublɐn̩g
njuddeef|nɟudːɛːf
njuddéefi|nɟudːɛːfi
njuddéefu|nɟudːɛːfu
njugub|nɟugub
njujj|nɟuɟːʰ
njukkal|nɟukːʰɐl
njukkël|nɟukːʰəl
njula|nɟulɐ
njulit|nɟulit
njulli|nɟuɫːi
njum|nɟum
njumblang|nɟum̩blɐn̩g
njummte|nɟumːtɛ
njunj|nɟunɟ
njunna|nɟunːɐ
njup|nɟup
njur|nɟur
njurbel|nɟurbɛl
njureef|nɟurɛːf
njureefi|nɟurɛːfi
njureel|nɟurɛːl
njureelu|nɟurɛːlu
njuru|nɟuru
njurug|nɟurug
njurukaay|nɟurukɐːj
njuréef|nɟurɛːf
njuréefi|nɟurɛːfi
njuufeen|nɟuːfɛːn
njuuj|nɟuːɟ
njuuma|nɟuːmɐ
njuumte|nɟuːmtɛ
njuumteem|nɟuːmtɛːm
njuumtey|nɟuːmtɛj
njuur|nɟuːr
njuuteem|nɟuːtɛːm
njuuy|nɟuːj
njàccaar|nɟɐcːʰɐːr
njàggaleem|nɟɐgːɐlɛːm
njàggaley|nɟɐgːɐlɛj
njàggat|nɟɐgːɐt
njàggatam|nɟɐgːɐtɐm
njàggatkat|nɟɐgːɐtkɐt
njàkare|nɟɐkɐrɛ
njàmbaar|nɟɐm̩bɐːr
njàmbaaram|nɟɐm̩bɐːrɐm
njàmbaare|nɟɐm̩bɐːrɛ
njàmbaasali|nɟɐm̩bɐːsɐli
njàmbal|nɟɐm̩bɐl
njàmbat|nɟɐm̩bɐt
njàmbataan|nɟɐm̩bɐtɐːn
njàmbur|nɟɐm̩bur
njàmmaar|nɟɐmːɐːr
njàmmme|nɟɐmːmɛ
njàmpe|nɟɐmpɛ
njàndam|nɟɐn̩dɐm
njàng|nɟɐn̩g
njàngaan|nɟɐn̩gɐːn
njàngale|nɟɐn̩gɐlɛ
njàngaleem|nɟɐn̩gɐlɛːm
njàngalem|nɟɐn̩gɐlɛm
njàngaliin|nɟɐn̩gɐliːn
njàngaliinu|nɟɐn̩gɐliːnu
njàngam|nɟɐn̩gɐm
njàngat|nɟɐn̩gɐt
njàngatu|nɟɐn̩gɐtu
njàngle|nɟɐn̩glɛ
njàngu'm|nɟɐn̩gu'm
njàngum|nɟɐn̩gum
njànqare|nɟɐɴqɐrɛ
njàpp|nɟɐpːʰ
njàppandalal|nɟɐpːʰɐn̩dɐlɐl
njàppum|nɟɐpːʰum
njàqaray|nɟɐqɐrɐj
njàqare|nɟɐqɐrɛ
njàriñi|nɟɐriɲi
njébbal|nɟebːɐl
njéemantu|nɟɛːmɐn̩tu
njéeme|nɟɛːmɛ
njéemeer|nɟɛːmɛːr
njéemé|nɟɛːme
njéemée|nɟɛːmɛː
njéeréer|nɟɛːrɛːr
njég|nɟeg
njégam|nɟegɐm
njéggal|nɟegːɐl
njéggalu|nɟegːɐlu
njéggal’|nɟegːɐl’
njéggël|nɟegːəl
njékk|nɟekːʰ
njél|nɟel
njémmerug|nɟemːɛrug
njénd|nɟen̩d
njénde|nɟen̩dɛ
njéndul|nɟen̩dul
njériñ|nɟeriɲ
një|nɟə
njëfandiku|nɟəfɐn̩diku
njëfandikug|nɟəfɐn̩dikug
njëfendaay|nɟəfɛn̩dɐːj
njëfiinu|nɟəfiːnu
njëg|nɟəg
njëgg|nɟəgː
njëgu|nɟəgu
njëkanteel|nɟəkɐn̩tɛːl
njëkantuleen|nɟəkɐn̩tulɛːn
njëkk|nɟəkːʰ
njëkka|nɟəkːʰɐ
njëkkanteel|nɟəkːʰɐn̩tɛːl
njëkke|nɟəkːʰɛ
njëkkee|nɟəkːʰɛː
njëkkeem|nɟəkːʰɛːm
njëkkeen|nɟəkːʰɛːn
njëkkoon|nɟəkːʰɔːn
njëkku|nɟəkːʰu
njëkk’a|nɟəkːʰ’ɐ
njëkk…|nɟəkːʰ…
njël|nɟəl
njëlam|nɟəlɐm
njëlbeen|nɟəlbɛːn
njëlbeenam|nɟəlbɛːnɐm
njëlbeenu|nɟəlbɛːnu
njëlbeenug|nɟəlbɛːnug
njëlbéen|nɟəlbɛːn
njëlbéeni|nɟəlbɛːni
njëlbéenoo|nɟəlbɛːnɔː
njëlbéenub|nɟəlbɛːnub
njëlbéenug|nɟəlbɛːnug
njëlu|nɟəlu
njëlul|nɟəlul
njëmbatu|nɟəm̩bɐtu
njënd|nɟən̩d
njëngi|nɟən̩gi
njëriñ|nɟəriɲ
njëriñam|nɟəriɲɐm
njëwriñ|nɟəwriɲ
njëwriñu|nɟəwriɲu
njòbbaxtal|nɟòbːɐxtɐl
njòbbaxtani|nɟòbːɐxtɐni
njógteef|nɟɔgtɛːf
njóobeen|nɟɔːbɛːn
njóogu|nɟɔːgu
njóoxum|nɟɔːxum
njёg|nɟёg
nke|n̩kɛ
nkosazana|n̩kɔsɐzɐnɐ
nna|nːɐ
no|nɔ
nob|nɔb
nobante|nɔbɐn̩tɛ
nobb|nɔbː
nobeel|nɔbɛːl
nobel|nɔbɛl
noboon|nɔbɔːn
nocci|nɔcːʰi
nodd|nɔdː
noddagul|nɔdːɐgul
noddee|nɔdːɛː
noddkat|nɔdːkɐt
noflaay|nɔflɐːj
noflay|nɔflɐj
nogay|nɔgɐj
nogoy|nɔgɔj
nok|nɔk
nokkeem|nɔkːʰɛːm
nokki|nɔkːʰi
nokkos|nɔkːʰɔs
nokkosi|nɔkːʰɔsi
nokos|nɔkɔs
nongi|nɔn̩gi
nongoo|nɔn̩gɔː
nongu|nɔn̩gu
nonu|nɔnu
noo|nɔː
nooflaay|nɔːflɐːj
nooko|nɔːkɔ
noom|nɔːm
noon|nɔːn
noona|nɔːnɐ
noonale|nɔːnɐlɛ
noonam|nɔːnɐm
noonee|nɔːnɛː
nooni|nɔːni
noonii|nɔːniː
noonoo|nɔːnɔː
noonooti|nɔːnɔːti
noonu|nɔːnu
noonub|nɔːnub
noonuwuma|nɔːnuwumɐ
noopalu|nɔːpɐlu
noor|nɔːr
nooral|nɔːrɐl
nooree|nɔːrɛː
noorwees|nɔːrwɛːs
noos|nɔːs
noot|nɔːt
nootaange|nɔːtɐːn̩gɛ
noote|nɔːtɛ
nootee|nɔːtɛː
nooteel|nɔːtɛːl
nooti|nɔːti
nootkat|nɔːtkɐt
nootoon|nɔːtɔːn
nootoot|nɔːtɔːt
nootul|nɔːtul
noou|nɔːu
noow|nɔːw
nooy|nɔːj
nooyaay|nɔːjɐːj
nooyal|nɔːjɐl
nooyi|nɔːji
nooyileen|nɔːjilɛːn
nooyoon|nɔːjɔːn
nooñ|nɔːɲ
nooŋ|nɔːn
nop|nɔp
nopa|nɔpɐ
nopee|nɔpɛː
nopp|nɔpːʰ
noppal|nɔpːʰɐl
noppale|nɔpːʰɐlɛ
noppaloo|nɔpːʰɐlɔː
noppalu|nɔpːʰɐlu
noppalul|nɔpːʰɐlul
noppee|nɔpːʰɛː
noppeeguma|nɔpːʰɛːgumɐ
noppeeguñu|nɔpːʰɛːguɲu
noppi|nɔpːʰi
noppil|nɔpːʰil
noppiloo|nɔpːʰilɔː
noppiwul|nɔpːʰiwul
nopppee|nɔpːʰpɛː
noppu|nɔpːʰu
noppub|nɔpːʰub
nopà|nɔpɐ
nor|nɔr
nord|nɔrd
normandi|nɔrmɐn̩di
northern|nɔrthɛrn
noru|nɔru
nos|nɔs
nosaat|nɔsɐːt
nose|nɔsɛ
nosekaay|nɔsɛkɐːj
nosekat|nɔsɛkɐt
nosiin|nɔsiːn
nosiinu|nɔsiːnu
nosoodiku|nɔsɔːdiku
nosoon|nɔsɔːn
noste|nɔstɛ
nosteeg|nɔstɛːg
nosteem|nɔstɛːm
nosteg|nɔstɛg
nostey|nɔstɛj
nosu|nɔsu
nosub|nɔsub
nosukaay|nɔsukɐːj
nosukaayu|nɔsukɐːju
nosuwul|nɔsuwul
nosuwutoon|nɔsuwutɔːn
not|nɔt
notal|nɔtɐl
note|nɔtɛ
noteel|nɔtɛːl
notoon|nɔtɔːn
nottarñi|nɔtːʰɐrɲi
notteel|nɔtːʰɛːl
nouveau|nɔuvɛɐu
nova|nɔvɐ
nowaambar|nɔwɐːm̩bɐr
nowel|nɔwɛl
nowelug|nɔwɛlug
nowembar|nɔwɛm̩bɐr
nowàmbar|nɔwɐm̩bɐr
noy|nɔj
noyyeem|nɔjːɛːm
noyyi|nɔjːi
noyyig|nɔjːig
noyyikaay|nɔjːikɐːj
noyyil|nɔjːil
noyyiwaat|nɔjːiwɐːt
noyé|nɔje
noŋŋ|nɔnː
no’o|nɔ’ɔ
npo|npɔ
nq|ɴq
nqamtu|ɴqɐmtu
nqereñtaan|ɴqɛrɛɲtɐːn
nqg|ɴqg
nqàmtu|ɴqɐmtu
ns|ns
ntakaye|n̩tɐkɐjɛ
ntortor|n̩tɔrtɔr
ntr”|n̩tr”
nu|nu
nu'y|nu'j
nubi|nubi
nuer|nuɛr
nugg|nugː
nuk|nuk
nukooy|nukɔːj
nuluge|nulugɛ
num|num
numa|numɐ
numay|numɐj
numu|numu
nun|nun
nungeen|nun̩gɛːn
nuni|nuni
nunu|nunu
nuqi|nuqi
nuroo|nurɔː
nurook|nurɔːk
nurool|nurɔːl
nuroole|nurɔːlɛ
nuroowuñu|nurɔːwuɲu
nuru|nuru
nuruwul|nuruwul
nuróo|nurɔː
nus|nus
nutrition|nutritiɔn
nuuh|nuːh
nuul|nuːl
nuun|nuːn
nuur|nuːr
nuuraakon|nuːrɐːkɔn
nuural|nuːrɐl
nuure|nuːrɛ
nuuroon|nuːrɔːn
nuuru|nuːru
nuut|nuːt
nuwaaksot|nuwɐːksɔt
nux|nux
nuxi|nuxi
nuy|nuj
nuyoo|nujɔː
nuyu|nuju
nuyujee|nujuɟɛː
nuyyontle|nujːɔn̩tlɛ
nuyyoo|nujːɔː
nuyyoob|nujːɔːb
nuyyool|nujːɔːl
nuyyu|nujːu
nuyóo|nujɔː
nuñ|nuɲ
nuñu|nuɲu
nuŋsiin|nunsiːn
nx|nx
nyerere|njɛrɛrɛ
nà|nɐ
nàcc|nɐcːʰ
nàfeq|nɐfɛq
nàkk|nɐkːʰ
nàkkam|nɐkːʰɐm
nàkkeesoon|nɐkːʰɛːsɔːn
nàkku|nɐkːʰu
nàkkul|nɐkːʰul
nàkkum|nɐkːʰum
nàll|nɐɫː
nàmm|nɐmː
nàmp|nɐmp
nàmpaatal|nɐmpɐːtɐl
nàmpal|nɐmpɐl
nàmpalal|nɐmpɐlɐl
nàmpale|nɐmpɐlɛ
nàmpaliin|nɐmpɐliːn
nàmpalkat|nɐmpɐlkɐt
nàmpalu|nɐmpɐlu
nàmpe|nɐmpɛ
nàmpul|nɐmpul
nàmà|nɐmɐ
nànd|nɐn̩d
nàndal|nɐn̩dɐl
nàndee|nɐn̩dɛː
nàndees|nɐn̩dɛːs
nàndluwu|nɐn̩dluwu
nàndoo|nɐn̩dɔː
nàndooleen|nɐn̩dɔːlɛːn
nàndoon|nɐn̩dɔːn
nàndu|nɐn̩du
nàndul|nɐn̩dul
nànduma|nɐn̩dumɐ
nàngam|nɐn̩gɐm
nàngi|nɐn̩gi
nàngifaawo|nɐn̩gifɐːwɔ
nàngu|nɐn̩gu
nàngul|nɐn̩gul
nàngulul|nɐn̩gulul
nànguwul|nɐn̩guwul
nànk|nɐn̩k
nàpp|nɐpːʰ
nàppoli|nɐpːʰɔli
nàqari|nɐqɐri
nàqarlu|nɐqɐrlu
nàqaru|nɐqɐru
nàttable|nɐtːʰɐblɛ
nàttablewul|nɐtːʰɐblɛwul
nàttee|nɐtːʰɛː
nàyeet|nɐjɛːt
nàyy|nɐjː
nàyyi|nɐjːi
nàññ|nɐɲː
nàññi|nɐɲːi
nácc|nácːʰ
